date,location,total_vaccinations,total_distributed,people_vaccinated,people_fully_vaccinated_per_hundred,total_vaccinations_per_hundred,people_fully_vaccinated,people_vaccinated_per_hundred,distributed_per_hundred,daily_vaccinations_raw,daily_vaccinations,daily_vaccinations_per_million,share_doses_used,total_boosters,total_boosters_per_hundred
9/12/2021,Alabama,4313489,6427570,2514065,40.2,87.97,1971041,51.27,131.09,21245,13502,2754,0.671,,
9/13/2021,Alabama,,,,,,,,,,13309,2714,,,
9/14/2021,Alabama,4329528,6447940,2516176,40.4,88.3,1980807,51.32,131.51,,13117,2675,0.671,,
9/15/2021,Alabama,4342220,6485880,2520979,40.55,88.56,1988025,51.42,132.28,12692,12798,2610,0.669,,
9/16/2021,Alabama,4359022,6503890,2526998,40.74,88.9,1997364,51.54,132.65,16802,14739,3006,0.67,,
9/17/2021,Alabama,4383430,6525240,2535635,41.01,89.4,2010919,51.71,133.08,24408,13666,2787,0.672,,
9/18/2021,Alabama,4386893,6545280,2537329,41.06,89.47,2013023,51.75,133.49,3463,13521,2758,0.67,,
9/19/2021,Alabama,4405259,6545280,2543475,41.27,89.84,2023759,51.87,133.49,18366,13110,2674,0.673,,
9/20/2021,Alabama,4415777,6545280,2547021,41.4,90.06,2030149,51.95,133.49,10518,13467,2747,0.675,,
9/21/2021,Alabama,4430711,6547850,2552143,41.58,90.36,2038644,52.05,133.54,14934,14455,2948,0.677,,
9/22/2021,Alabama,4439932,6561280,2555237,41.69,90.55,2043972,52.11,133.82,9221,13959,2847,0.677,,
9/23/2021,Alabama,4441961,6589940,2556115,41.71,90.59,2045238,52.13,134.4,2029,11848,2416,0.674,,
9/24/2021,Alabama,4449282,6601120,2558569,41.8,90.74,2049383,52.18,134.63,7321,9407,1919,0.674,,
9/25/2021,Alabama,4471337,6639550,2565735,42.03,91.19,2060935,52.33,135.41,22055,12063,2460,0.673,,
9/26/2021,Alabama,4485507,6639550,2570413,42.2,91.48,2069026,52.42,135.41,14170,11464,2338,0.676,,
9/27/2021,Alabama,4494228,6639550,2572916,42.29,91.66,2073717,52.47,135.41,8721,11207,2286,0.677,,
9/28/2021,Alabama,4511086,6646890,2577657,42.45,92,2081567,52.57,135.56,16858,11482,2342,0.679,,
9/29/2021,Alabama,4514239,6670090,2578863,42.49,92.07,2083182,52.6,136.04,3153,10615,2165,0.677,,
9/30/2021,Alabama,4532608,6665330,2583590,42.62,92.44,2089852,52.69,135.94,18369,12950,2641,0.68,,
10/1/2021,Alabama,4534772,6709370,2584258,42.64,92.49,2090806,52.71,136.84,2164,12213,2491,0.676,,
10/2/2021,Alabama,4544355,6738280,2586950,42.73,92.68,2094920,52.76,137.43,9583,10431,2127,0.674,,
10/3/2021,Alabama,4565230,6736650,2592096,42.89,93.11,2103203,52.87,137.39,20875,11389,2323,0.678,,
10/4/2021,Alabama,4579477,6736230,2595947,43.02,93.4,2109349,52.94,137.38,14247,12178,2484,0.68,,
10/5/2021,Alabama,4584378,6742810,2597448,43.07,93.5,2111925,52.97,137.52,4901,10470,2135,0.68,,
10/6/2021,Alabama,4594736,6757960,2600070,43.15,93.71,2115732,53.03,137.83,10358,11500,2345,0.68,,
10/7/2021,Alabama,4604007,6781040,2602402,43.22,93.9,2118943,53.08,138.3,9271,10200,2080,0.679,,
10/8/2021,Alabama,4624892,6829510,2608058,43.38,94.32,2126766,53.19,139.29,20885,12874,2626,0.677,,
10/9/2021,Alabama,4630089,6858210,2609534,43.42,94.43,2128926,53.22,139.87,5197,12248,2498,0.675,,
10/10/2021,Alabama,,,,,,,,,,10555,2153,,,
10/11/2021,Alabama,,,,,,,,,,9810,2001,,,
10/12/2021,Alabama,4657171,6864150,2616672,43.64,94.98,2139547,53.37,139.99,,10399,2121,0.678,,
10/13/2021,Alabama,4660146,6884990,2617643,43.66,95.04,2140724,53.39,140.42,2975,9344,1906,0.677,,
10/14/2021,Alabama,4669623,6900590,2620146,43.73,95.24,2144120,53.44,140.74,9477,9374,1912,0.677,,
10/15/2021,Alabama,4677864,6916550,2622428,43.79,95.4,2147033,53.48,141.06,8241,7567,1543,0.676,,
10/16/2021,Alabama,4688180,6945360,2625208,43.86,95.61,2150508,53.54,141.65,10316,8299,1693,0.675,,
10/17/2021,Alabama,4703456,6937340,2629346,43.96,95.93,2155609,53.63,141.49,15276,9191,1874,0.678,,
10/18/2021,Alabama,4709775,6936920,2631267,44.01,96.06,2157856,53.66,141.48,6319,8804,1796,0.679,,
10/19/2021,Alabama,4714057,6946650,2632750,44.04,96.14,2159523,53.69,141.68,4282,8127,1657,0.679,,
10/20/2021,Alabama,4722919,6981680,2634995,44.1,96.32,2162284,53.74,142.39,8862,8968,1829,0.676,,
10/21/2021,Alabama,4732829,6999770,2637734,44.16,96.53,2165154,53.8,142.76,9910,9029,1841,0.676,134615,2.75
10/22/2021,Alabama,4742444,7045270,2644229,44.26,96.72,2170323,53.93,143.69,9615,9226,1882,0.673,138996,2.83
10/23/2021,Alabama,4759947,7062480,2648588,44.36,97.08,2174923,54.02,144.04,17503,10252,2091,0.674,147525,3.01
10/24/2021,Alabama,4766186,7061780,2650133,44.39,97.21,2176540,54.05,144.02,6239,8961,1828,0.675,150656,3.07
10/25/2021,Alabama,4773728,7058840,2652037,44.42,97.36,2177980,54.09,143.96,7542,9136,1863,0.676,154781,3.16
10/26/2021,Alabama,4779470,7069650,2653566,44.45,97.48,2179242,54.12,144.18,5742,9345,1906,0.676,157914,3.22
10/27/2021,Alabama,4805213,7123260,2659115,44.54,98,2183682,54.23,145.28,25743,11756,2398,0.675,173615,3.54
10/28/2021,Alabama,4827200,7163060,2663952,44.61,98.45,2187378,54.33,146.09,21987,13482,2750,0.674,186912,3.81
10/29/2021,Alabama,4847422,7220460,2668028,44.68,98.86,2190701,54.41,147.26,20222,14997,3059,0.671,199742,4.07
10/30/2021,Alabama,4866607,7264740,2672040,44.75,99.25,2194074,54.5,148.16,19185,15237,3108,0.67,211878,4.32
10/31/2021,Alabama,4874827,7266450,2673656,44.78,99.42,2195532,54.53,148.2,8220,15520,3165,0.671,217170,4.43
11/1/2021,Alabama,4884730,7263250,2676227,44.82,99.62,2197549,54.58,148.13,9903,15857,3234,0.673,222347,4.53
11/2/2021,Alabama,4889817,7302580,2677664,44.84,99.73,2198533,54.61,148.94,5087,15764,3215,0.67,225090,4.59
11/3/2021,Alabama,4912357,7316580,2682405,44.92,100.19,2202285,54.71,149.22,22540,15306,3122,0.671,239309,4.88
11/4/2021,Alabama,4926067,7354360,2685449,44.96,100.47,2204677,54.77,149.99,13710,14124,2881,0.67,247798,5.05
11/5/2021,Alabama,4939456,7401100,2688481,45.01,100.74,2207077,54.83,150.94,13389,13148,2682,0.667,255968,5.22
11/6/2021,Alabama,4943879,7407740,2689496,45.03,100.83,2208029,54.85,151.08,4423,11039,2251,0.667,258842,5.28
11/7/2021,Alabama,4960880,7423960,2693121,45.1,101.18,2211121,54.93,151.41,17001,12293,2507,0.668,269030,5.49
11/8/2021,Alabama,4971453,7423960,2695826,45.14,101.39,2213458,54.98,151.41,10573,12389,2527,0.67,274387,5.6
11/9/2021,Alabama,4974840,7456320,2696907,45.16,101.46,2214496,55,152.07,3387,12146,2477,0.667,276212,5.63
11/10/2021,Alabama,4994724,7504060,2701228,45.24,101.87,2218371,55.09,153.04,19884,11767,2400,0.666,287703,5.87
11/11/2021,Alabama,,,,,,,,,,10202,2081,,,
11/12/2021,Alabama,5000242,7664290,2702878,45.27,101.98,2219557,55.12,156.31,,8684,1771,0.652,291056,5.94
11/13/2021,Alabama,5011123,7683490,2706002,45.31,102.2,2221462,55.19,156.7,10881,9606,1959,0.652,297271,6.06
11/14/2021,Alabama,5046821,7680930,2714714,45.45,102.93,2228585,55.37,156.65,35698,12277,2504,0.657,316722,6.46
11/15/2021,Alabama,5056706,7679330,2718301,45.48,103.13,2230181,55.44,156.62,9885,12179,2484,0.658,321223,6.55
11/16/2021,Alabama,5061882,7696280,2720602,45.51,103.24,2231219,55.49,156.96,5176,12435,2536,0.658,323564,6.6
11/17/2021,Alabama,5077480,7723600,2724085,45.55,103.55,2233411,55.56,157.52,15598,11822,2411,0.657,333660,6.8
11/18/2021,Alabama,5105635,7750770,2731073,45.64,104.13,2237829,55.7,158.08,28155,15450,3151,0.659,350133,7.14
11/19/2021,Alabama,5112835,7781660,2733032,45.66,104.28,2238958,55.74,158.71,7200,16085,3281,0.657,354586,7.23
11/20/2021,Alabama,5139179,7825960,2740397,45.75,104.81,2243092,55.89,159.61,26344,18294,3731,0.657,369229,7.53
11/21/2021,Alabama,5146029,7822360,2742393,45.77,104.95,2244148,55.93,159.54,6850,14173,2891,0.658,373204,7.61
11/22/2021,Alabama,5155007,7818860,2745330,45.8,105.14,2245543,55.99,159.46,8978,14043,2864,0.659,377625,7.7
11/23/2021,Alabama,5170333,7827970,2749881,45.85,105.45,2247882,56.08,159.65,15326,15493,3160,0.66,385834,7.87
11/24/2021,Alabama,5191035,7847520,2755913,45.98,105.87,2254666,56.21,160.05,20702,16222,3308,0.661,393964,8.03
11/25/2021,Alabama,,,,,,,,,,13285,2709,,,
11/26/2021,Alabama,,,,,,,,,,13342,2721,,,
11/27/2021,Alabama,,,,,,,,,,10664,2175,,,
11/28/2021,Alabama,,,,,,,,,,10771,2197,,,
11/29/2021,Alabama,5229021,7802940,2767489,46.14,106.65,2262464,56.44,159.14,,10573,2156,0.67,412609,8.42
11/30/2021,Alabama,5242493,7834540,2772024,46.18,106.92,2264466,56.54,159.78,13472,10309,2103,0.669,419340,8.55
12/1/2021,Alabama,5259251,7870000,2776759,46.23,107.26,2266861,56.63,160.51,16758,9745,1987,0.668,428946,8.75
12/2/2021,Alabama,5269173,7880350,2780216,46.27,107.46,2268570,56.7,160.72,9922,10077,2055,0.669,434119,8.85
12/3/2021,Alabama,5301858,7902810,2788826,46.36,108.13,2273361,56.88,161.18,32685,13661,2786,0.671,452529,9.23
12/4/2021,Alabama,5311207,7895690,2791469,46.39,108.32,2274438,56.93,161.03,9349,13911,2837,0.673,458195,9.34
12/5/2021,Alabama,5335387,7868950,2797899,46.47,108.81,2278670,57.06,160.49,24180,16280,3320,0.678,471331,9.61
12/6/2021,Alabama,5348564,7866010,2801384,46.54,109.08,2281756,57.13,160.43,13177,17078,3483,0.68,477755,9.74
12/7/2021,Alabama,5358521,7894870,2804132,46.58,109.29,2283759,57.19,161.02,9957,16575,3380,0.679,483328,9.86
12/8/2021,Alabama,5372947,7929510,2807664,46.64,109.58,2286632,57.26,161.72,14426,16242,3313,0.678,491203,10.02
12/9/2021,Alabama,5379834,7935800,2809478,46.67,109.72,2288180,57.3,161.85,6887,15809,3224,0.678,495138,10.1
12/10/2021,Alabama,5404729,7950160,2815260,46.77,110.23,2293071,57.42,162.14,24895,14696,2997,0.68,509236,10.39
12/11/2021,Alabama,5421984,7997400,2819200,46.84,110.58,2296493,57.5,163.11,17255,15825,3227,0.678,519223,10.59
12/12/2021,Alabama,5427694,7999700,2820475,46.86,110.7,2297625,57.52,163.15,5710,13187,2689,0.678,522636,10.66
12/13/2021,Alabama,5436711,7999700,2822664,46.91,110.88,2299840,57.57,163.15,9017,12592,2568,0.68,526961,10.75
12/14/2021,Alabama,5449205,8020150,2825574,46.96,111.14,2302467,57.63,163.57,12494,12955,2642,0.679,533719,10.89
12/15/2021,Alabama,5460176,8050350,2828316,47.01,111.36,2304915,57.68,164.19,10971,12461,2541,0.678,539938,11.01
12/16/2021,Alabama,5465558,8069670,2829865,47.04,111.47,2306267,57.71,164.58,5382,12246,2498,0.677,542978,11.07
12/17/2021,Alabama,5484057,8120290,2834061,47.11,111.85,2309833,57.8,165.61,18499,11333,2311,0.675,553691,11.29
12/18/2021,Alabama,5498460,8039060,2837454,47.16,112.14,2312217,57.87,163.96,14403,10925,2228,0.684,562341,11.47
12/19/2021,Alabama,5503643,8008500,2838792,47.18,112.25,2313129,57.9,163.33,5183,10850,2213,0.687,565550,11.53
12/20/2021,Alabama,5510359,7977980,2840554,47.2,112.38,2314410,57.93,162.71,6716,10521,2146,0.691,569193,11.61
12/21/2021,Alabama,5518826,7985890,2842738,47.24,112.56,2316077,57.98,162.87,8467,9946,2028,0.691,573674,11.7
12/22/2021,Alabama,5531312,8016810,2845635,47.28,112.81,2318310,58.04,163.5,12486,10162,2073,0.69,581143,11.85
12/23/2021,Alabama,5549319,8046130,2849954,47.34,113.18,2321403,58.12,164.1,18007,11966,2440,0.69,591412,12.06
12/24/2021,Alabama,,,,,,,,,,10848,2212,,,
12/25/2021,Alabama,,,,,,,,,,10315,2104,,,
12/26/2021,Alabama,,,,,,,,,,11100,2264,,,
12/27/2021,Alabama,5592013,7994150,2860243,47.49,114.05,2328730,58.33,163.04,,11665,2379,0.7,614962,12.54
12/28/2021,Alabama,5604954,7994010,2863485,47.55,114.31,2331596,58.4,163.04,12941,12304,2509,0.701,621747,12.68
12/29/2021,Alabama,5608235,8039790,2864442,47.57,114.38,2332287,58.42,163.97,3281,10989,2241,0.698,623683,12.72
12/30/2021,Alabama,5624234,8051430,2868764,47.63,114.71,2335344,58.51,164.21,15999,10702,2183,0.699,632174,12.89
12/31/2021,Alabama,,,,,,,,,,10722,2187,,,
1/1/2022,Alabama,,,,,,,,,,10742,2191,,,
1/2/2022,Alabama,,,,,,,,,,10762,2195,,,
1/3/2022,Alabama,,,,,,,,,,10782,2199,,,
1/4/2022,Alabama,5678299,8027420,2884819,47.84,115.81,2345599,58.84,163.72,,10478,2137,0.707,659747,13.46
1/5/2022,Alabama,5681793,8071240,2886070,47.85,115.88,2346404,58.86,164.61,3494,10508,2143,0.704,661457,13.49
1/6/2022,Alabama,5695747,8391130,2890246,47.91,116.16,2349085,58.95,171.14,13954,10216,2084,0.679,668394,13.63
1/7/2022,Alabama,5710373,8391130,2894430,47.96,116.46,2351731,59.03,171.14,14626,10761,2195,0.681,676060,13.79
1/8/2022,Alabama,5723382,8498480,2898115,48.01,116.73,2354087,59.11,173.33,13009,11075,2259,0.673,683047,13.93
1/9/2022,Alabama,5731467,8499980,2900267,48.04,116.89,2355660,59.15,173.36,8085,10685,2179,0.674,687451,14.02
1/10/2022,Alabama,5742343,8499580,2903320,48.09,117.11,2357727,59.21,173.35,10876,10694,2181,0.676,693030,14.13
1/11/2022,Alabama,5747337,8582180,2904923,48.11,117.22,2358758,59.25,175.03,4994,9863,2012,0.67,695417,14.18
1/12/2022,Alabama,5761529,8622020,2908943,48.16,117.51,2361490,59.33,175.85,14192,11391,2323,0.668,702664,14.33
1/13/2022,Alabama,5771935,8642820,2912053,48.21,117.72,2363643,59.39,176.27,10406,10884,2220,0.668,708033,14.44
1/14/2022,Alabama,5795157,8667990,2919436,48.33,118.19,2369558,59.54,176.78,23222,12112,2470,0.669,717630,14.64
1/15/2022,Alabama,5805754,8707560,2922396,48.37,118.41,2371514,59.6,177.59,10597,11767,2400,0.667,723210,14.75
1/16/2022,Alabama,,,,,,,,,,11336,2312,,,
1/17/2022,Alabama,,,,,,,,,,10506,2143,,,
1/18/2022,Alabama,5820951,8710160,2927217,48.42,118.72,2374104,59.7,177.64,,10516,2145,0.668,730931,14.91
1/19/2022,Alabama,5828843,8727360,2962441,48.87,118.88,2396308,60.42,177.99,7892,9616,1961,0.668,734927,14.99
1/20/2022,Alabama,5831563,8736560,2963667,48.89,118.93,2397146,60.44,178.18,2720,8518,1737,0.667,736300,15.02
1/21/2022,Alabama,5851443,8764630,2969685,48.97,119.34,2401094,60.57,178.75,19880,8041,1640,0.668,746356,15.22
1/22/2022,Alabama,5851604,8795830,2969945,48.97,119.34,2401192,60.57,179.39,161,6550,1336,0.665,746510,15.23
1/23/2022,Alabama,5908517,8798430,2985706,49.19,120.5,2411652,60.89,179.44,56913,13957,2847,0.672,776197,15.83
1/24/2022,Alabama,5910491,8798530,2986497,49.2,120.54,2412148,60.91,179.45,1974,13515,2756,0.672,777061,15.85
1/25/2022,Alabama,5919745,8824030,2989103,49.24,120.73,2414385,60.96,179.97,9254,14113,2878,0.671,781521,15.94
1/26/2022,Alabama,5933422,8840730,2992597,49.31,121.01,2417639,61.03,180.31,13677,14940,3047,0.671,788216,16.08
1/27/2022,Alabama,5935375,8855430,2993196,49.32,121.05,2418268,61.05,180.61,1953,14830,3025,0.67,789208,16.1
1/28/2022,Alabama,5947386,8874230,2996356,49.39,121.3,2421487,61.11,180.99,12011,13706,2795,0.67,794597,16.21
1/29/2022,Alabama,5948950,8897300,2996882,49.4,121.33,2421967,61.12,181.46,1564,13907,2836,0.669,795324,16.22
1/30/2022,Alabama,5956347,8897300,2998983,49.44,121.48,2423893,61.16,181.46,7397,6833,1394,0.669,798617,16.29
1/31/2022,Alabama,5960126,8897300,3000205,49.46,121.56,2425057,61.19,181.46,3779,7091,1446,0.67,800020,16.32
2/1/2022,Alabama,5964639,8903600,3001733,49.49,121.65,2426408,61.22,181.59,4513,6413,1308,0.67,801720,16.35
2/2/2022,Alabama,5969396,8913200,3003096,49.52,121.75,2427838,61.25,181.78,4757,5139,1048,0.67,803638,16.39
2/3/2022,Alabama,5975361,8924900,3004743,49.55,121.87,2429527,61.28,182.02,5965,5712,1165,0.67,806102,16.44
2/4/2022,Alabama,5981709,8927700,3006718,49.59,122,2431444,61.32,182.08,6348,4903,1000,0.67,808688,16.49
2/5/2022,Alabama,5987026,8932500,3008488,49.62,122.1,2433084,61.36,182.18,5317,5439,1109,0.67,810834,16.54
2/6/2022,Alabama,5990880,8934700,3009912,49.65,122.18,2434307,61.39,182.22,3854,4933,1006,0.671,812405,16.57
2/7/2022,Alabama,5993802,8934700,3010724,49.67,122.24,2435296,61.4,182.22,2922,4811,981,0.671,813510,16.59
2/8/2022,Alabama,6001038,8941300,3012729,49.72,122.39,2437859,61.44,182.36,7236,5200,1061,0.671,816119,16.64
2/9/2022,Alabama,6005873,8976400,3014105,49.75,122.49,2439486,61.47,183.07,4835,5211,1063,0.669,817848,16.68
2/10/2022,Alabama,6007170,8989300,3014623,49.76,122.52,2440010,61.48,183.34,1297,4544,927,0.668,818351,16.69
2/11/2022,Alabama,6015101,9003600,3016727,49.82,122.68,2442615,61.53,183.63,7931,4770,973,0.668,821309,16.75
2/12/2022,Alabama,6020091,9013500,3018303,49.85,122.78,2444148,61.56,183.83,4990,4724,963,0.668,823248,16.79
2/13/2022,Alabama,6021379,9013800,3018754,49.86,122.81,2444634,61.57,183.84,1288,4357,889,0.668,823660,16.8
2/14/2022,Alabama,6024341,9013800,3019677,49.88,122.87,2445646,61.59,183.84,2962,4363,890,0.668,824670,16.82
2/15/2022,Alabama,6031560,9017400,3021405,49.93,123.01,2448121,61.62,183.91,7219,4360,889,0.669,827392,16.87
2/16/2022,Alabama,6032558,9023700,3021893,49.94,123.03,2448559,61.63,184.04,998,3812,777,0.669,827819,16.88
2/17/2022,Alabama,6063958,9180640,3024814,50.01,123.67,2451886,61.69,187.24,31400,8113,1655,0.661,830302,16.93
2/18/2022,Alabama,6067226,9197040,3025797,50.03,123.74,2452990,61.71,187.57,3268,7446,1519,0.66,831488,16.96
2/19/2022,Alabama,6068347,9207240,3026281,50.04,123.76,2453426,61.72,187.78,1121,6894,1406,0.659,831882,16.97
2/20/2022,Alabama,,,,,,,,,,7397,1509,,,
2/21/2022,Alabama,,,,,,,,,,7662,1563,,,
2/22/2022,Alabama,6082787,9212140,3030186,50.13,124.06,2457846,61.8,187.88,,7318,1492,0.66,837981,17.09
2/23/2022,Alabama,6083317,9223840,3030412,50.13,124.07,2458072,61.8,188.12,530,7251,1479,0.66,838189,17.09
2/24/2022,Alabama,6087103,9229440,3031464,50.16,124.15,2459363,61.83,188.23,3786,3306,674,0.66,839556,17.12
2/25/2022,Alabama,6090785,9245840,3032452,50.18,124.22,2460564,61.85,188.57,3682,3366,686,0.659,840985,17.15
2/26/2022,Alabama,6094167,9252240,3033599,50.21,124.29,2461775,61.87,188.7,3382,3689,752,0.659,842213,17.18
2/27/2022,Alabama,,,,,,,,,,3350,683,,,
2/28/2022,Alabama,6099054,9253940,3034896,50.24,124.39,2463410,61.9,188.73,,3011,614,0.659,844214,17.22
3/1/2022,Alabama,6100421,9254240,3035346,50.25,124.42,2463862,61.91,188.74,1367,2519,514,0.659,844831,17.23
3/2/2022,Alabama,6105329,9265240,3036676,50.28,124.52,2465401,61.93,188.96,4908,3145,641,0.659,846628,17.27
3/3/2022,Alabama,6108052,9271440,3037417,50.3,124.57,2466221,61.95,189.09,2723,2993,610,0.659,847841,17.29
3/4/2022,Alabama,6111841,9290440,3038492,50.33,124.65,2467540,61.97,189.48,3789,3008,613,0.658,849201,17.32
3/5/2022,Alabama,6114782,9297840,3039266,50.35,124.71,2468584,61.99,189.63,2941,2945,601,0.658,850329,17.34
3/6/2022,Alabama,6114853,9297840,3039324,50.35,124.71,2468635,61.99,189.63,71,2606,531,0.658,850363,17.34
3/7/2022,Alabama,6116791,9297840,3039893,50.36,124.75,2469222,62,189.63,1938,2534,517,0.658,851117,17.36
3/8/2022,Alabama,6117662,9302640,3040195,50.37,124.77,2469598,62,189.73,871,2463,502,0.658,851452,17.37
3/9/2022,Alabama,6119910,9308040,3040966,50.38,124.81,2470363,62.02,189.84,2248,2083,425,0.657,852223,17.38
3/10/2022,Alabama,6124293,9315840,3042339,50.41,124.9,2471885,62.05,190,4383,2320,473,0.657,853746,17.41
3/11/2022,Alabama,6126993,9328540,3043079,50.43,124.96,2472796,62.06,190.25,2700,2165,442,0.657,854774,17.43
3/12/2022,Alabama,6129692,9328540,3043892,50.45,125.01,2473660,62.08,190.25,2699,2130,434,0.657,855757,17.45
3/13/2022,Alabama,6130617,9328540,3044160,50.46,125.03,2474026,62.09,190.25,925,2252,459,0.657,856097,17.46
3/14/2022,Alabama,6132079,9335540,3044609,50.47,125.06,2474488,62.09,190.4,1462,2184,445,0.657,856643,17.47
3/15/2022,Alabama,6133930,9337440,3045185,50.48,125.1,2475174,62.11,190.44,1851,2324,474,0.657,857292,17.48
3/16/2022,Alabama,6136613,9344040,3045967,50.5,125.16,2476199,62.12,190.57,2683,2386,487,0.657,858145,17.5
3/17/2022,Alabama,6138900,9349340,3046606,50.52,125.2,2477117,62.14,190.68,2287,2087,426,0.657,858951,17.52
3/18/2022,Alabama,6141345,9355140,3047316,50.54,125.25,2477863,62.15,190.8,2445,2050,418,0.656,859864,17.54
3/19/2022,Alabama,6143378,9355140,3047990,50.55,125.29,2478446,62.16,190.8,2033,1955,399,0.657,860626,17.55
3/20/2022,Alabama,6145092,9355140,3048527,50.56,125.33,2478935,62.17,190.8,1714,2068,422,0.657,861294,17.57
3/21/2022,Alabama,6145891,9355140,3048762,50.56,125.34,2479179,62.18,190.8,799,1973,402,0.657,861600,17.57
3/22/2022,Alabama,6145984,9355140,3048830,50.56,125.35,2479239,62.18,190.8,93,1722,351,0.657,861685,17.57
3/23/2022,Alabama,6147693,9368940,3049380,50.57,125.38,2479697,62.19,191.08,1709,1583,323,0.656,862329,17.59
3/24/2022,Alabama,6149794,9377040,3050032,50.59,125.42,2480282,62.21,191.24,2101,1556,317,0.656,863092,17.6
3/25/2022,Alabama,6152000,9388840,3050642,50.6,125.47,2480944,62.22,191.48,2206,1522,310,0.655,863817,17.62
3/26/2022,Alabama,6154060,9396740,3051266,50.61,125.51,2481568,62.23,191.65,2060,1526,311,0.655,864584,17.63
3/27/2022,Alabama,6154128,9396740,3051334,50.61,125.51,2481596,62.23,191.65,68,1291,263,0.655,864594,17.63
3/28/2022,Alabama,6154130,9396740,3051372,50.61,125.51,2481615,62.23,191.65,2,1177,240,0.655,864599,17.63
3/29/2022,Alabama,6157587,9400540,3052367,50.63,125.58,2482580,62.25,191.72,3457,1658,338,0.655,865939,17.66
3/30/2022,Alabama,6159241,9408940,3052890,50.64,125.62,2483057,62.26,191.89,1654,1650,337,0.655,866601,17.67
3/31/2022,Alabama,6163615,9416240,3053982,50.66,125.71,2484171,62.29,192.04,4374,1974,403,0.655,868156,17.71
4/1/2022,Alabama,6167392,9416240,3054697,50.68,125.78,2484952,62.3,192.04,3777,2199,448,0.655,869046,17.72
4/2/2022,Alabama,6172016,9441440,3055443,50.7,125.88,2485756,62.32,192.56,4624,2565,523,0.654,870153,17.75
4/3/2022,Alabama,6173021,9441740,3055650,50.7,125.9,2485999,62.32,192.56,1005,2699,550,0.654,870432,17.75
4/4/2022,Alabama,6176008,9441740,3056098,50.71,125.96,2486493,62.33,192.56,2987,3125,637,0.654,871083,17.77
4/5/2022,Alabama,6180194,9455740,3056752,50.73,126.04,2487271,62.34,192.85,4186,3230,659,0.654,872062,17.79
4/6/2022,Alabama,6182143,9470540,3057332,50.73,126.08,2487607,62.35,193.15,1949,3272,667,0.653,872680,17.8
4/7/2022,Alabama,6189250,9485140,3058413,50.76,126.23,2488817,62.38,193.45,7107,3662,747,0.653,874229,17.83
4/8/2022,Alabama,6194325,9505640,3059166,50.78,126.33,2489605,62.39,193.87,5075,3848,785,0.652,875211,17.85
4/9/2022,Alabama,6199212,9505640,3059869,50.79,126.43,2490378,62.41,193.87,4887,3885,792,0.652,876122,17.87
4/10/2022,Alabama,6199306,9526040,3059998,50.79,126.43,2490420,62.41,194.28,94,3755,766,0.651,876152,17.87
4/11/2022,Alabama,6202297,9526040,3060476,50.8,126.5,2490980,62.42,194.28,2991,3756,766,0.651,876715,17.88
4/12/2022,Alabama,6207259,9530740,3061267,50.82,126.6,2491778,62.43,194.38,4962,3866,788,0.651,877728,17.9
4/13/2022,Alabama,6211888,9539540,3061990,50.84,126.69,2492564,62.45,194.56,4629,4249,867,0.651,878604,17.92
4/14/2022,Alabama,6216804,9550940,3062680,50.85,126.79,2493334,62.46,194.79,4916,3936,803,0.651,879644,17.94
4/15/2022,Alabama,6222725,9566240,3063579,50.87,126.91,2494227,62.48,195.1,5921,4057,827,0.65,880724,17.96
