date,location,total_vaccinations,total_distributed,people_vaccinated,people_fully_vaccinated_per_hundred,total_vaccinations_per_hundred,people_fully_vaccinated,people_vaccinated_per_hundred,distributed_per_hundred,daily_vaccinations_raw,daily_vaccinations,daily_vaccinations_per_million,share_doses_used,total_boosters,total_boosters_per_hundred
4/2/2022,Oregon,7549020,9711585,3266989,69.19,178.98,2918165,77.46,230.26,7436,3213,762,0.777,1533655,36.36
4/3/2022,Oregon,7558653,9711585,3267738,69.21,179.21,2919075,77.48,230.26,9633,4585,1087,0.778,1535205,36.4
4/4/2022,Oregon,7565371,9711585,3268169,69.22,179.37,2919582,77.49,230.26,6718,4879,1157,0.779,1536009,36.42
4/5/2022,Oregon,7568899,9721885,3268540,69.23,179.45,2919908,77.5,230.5,3528,5306,1258,0.779,1536510,36.43
4/6/2022,Oregon,7576767,9740985,3269161,69.24,179.64,2920538,77.51,230.95,7868,6049,1434,0.778,1537737,36.46
4/7/2022,Oregon,7585681,9782185,3269789,69.26,179.85,2921261,77.52,231.93,8914,6917,1640,0.775,1539005,36.49
4/8/2022,Oregon,7596490,9828485,3270514,69.28,180.11,2922113,77.54,233.03,10809,7844,1860,0.773,1540433,36.52
4/9/2022,Oregon,7607093,9828485,3271262,69.3,180.36,2922919,77.56,233.03,10603,8296,1967,0.774,1541800,36.56
4/10/2022,Oregon,7619260,9850085,3272043,69.32,180.65,2923823,77.58,233.54,12167,8658,2053,0.774,1543270,36.59
4/11/2022,Oregon,7626195,9850085,3272510,69.34,180.81,2924395,77.59,233.54,6935,8689,2060,0.774,1544067,36.61
4/12/2022,Oregon,7630223,9860985,3272971,69.35,180.91,2924792,77.6,233.8,4028,8761,2077,0.774,1544724,36.62
4/13/2022,Oregon,7637287,9872085,3273518,69.36,181.08,2925327,77.61,234.06,7064,8646,2050,0.774,1545712,36.65
4/14/2022,Oregon,7648067,9875085,3274244,69.38,181.33,2926148,77.63,234.13,10780,8912,2113,0.774,1547125,36.68
4/15/2022,Oregon,7658978,9907185,3274960,69.4,181.59,2926953,77.65,234.89,10911,8927,2117,0.773,1548682,36.72
4/16/2022,Oregon,,,,,,,,,,8193,1943,,,
4/17/2022,Oregon,7669911,9921185,3275880,69.42,181.85,2927749,77.67,235.23,,7236,1716,0.773,1550139,36.75
4/18/2022,Oregon,7685780,9921185,3276830,69.44,182.23,2928835,77.69,235.23,15869,8512,2018,0.775,1552213,36.8
4/19/2022,Oregon,7689072,9921785,3277218,69.45,182.3,2929118,77.7,235.24,3292,8407,1993,0.775,1552726,36.81
4/20/2022,Oregon,7696421,9949785,3277785,69.46,182.48,2929710,77.71,235.9,7349,8448,2003,0.774,1553767,36.84
4/21/2022,Oregon,7706043,9969285,3278564,69.48,182.71,2930493,77.73,236.37,9622,8282,1964,0.773,1555180,36.87
4/22/2022,Oregon,,,,,,,,,,8010,1899,,,
4/23/2022,Oregon,7724047,10009685,3279903,69.51,183.13,2931850,77.76,237.32,,8515,2019,0.772,1557949,36.94
4/24/2022,Oregon,7734452,10009685,3280587,69.53,183.38,2932596,77.78,237.32,10405,9220,2186,0.773,1559354,36.97
4/25/2022,Oregon,7740041,10009685,3280959,69.54,183.51,2932976,77.79,237.32,5589,7752,1838,0.773,1560064,36.99
4/26/2022,Oregon,7740041,10018085,3281042,69.54,183.51,2933007,77.79,237.52,0,7281,1726,0.773,1560091,36.99
4/27/2022,Oregon,7748358,10032585,3281764,69.56,183.71,2933721,77.81,237.87,8317,7420,1759,0.772,1561516,37.02
4/28/2022,Oregon,,,,,,,,,,7382,1750,,,
4/29/2022,Oregon,7767070,10068385,3283183,69.59,184.15,2935101,77.84,238.72,,7432,1762,0.771,1564243,37.09
4/30/2022,Oregon,7776983,10094585,3283902,69.61,184.39,2935871,77.86,239.34,9913,7562,1793,0.77,1565747,37.12
5/1/2022,Oregon,7788988,10094585,3284974,69.63,184.67,2936965,77.88,239.34,12005,7791,1847,0.772,1568073,37.18
5/2/2022,Oregon,7794171,10094585,3285372,69.64,184.8,2937332,77.89,239.34,5183,7733,1833,0.772,1568794,37.2
5/3/2022,Oregon,7796055,10099085,3285591,69.65,184.84,2937488,77.9,239.44,1884,8002,1897,0.772,1569072,37.2
5/4/2022,Oregon,7803785,10103985,3286161,69.66,185.02,2938099,77.91,239.56,7730,7918,1877,0.772,1570340,37.23
5/5/2022,Oregon,7813801,10116885,3286916,69.68,185.26,2938768,77.93,239.87,10016,8012,1900,0.772,1571890,37.27
5/6/2022,Oregon,7821530,10129785,3287483,69.69,185.44,2939330,77.94,240.17,7729,7780,1845,0.772,1573106,37.3
5/7/2022,Oregon,7829159,10145385,3288128,69.7,185.62,2939923,77.96,240.54,7629,7454,1767,0.772,1574279,37.33
5/8/2022,Oregon,7829253,10145685,3288181,69.7,185.63,2939948,77.96,240.55,94,5752,1364,0.772,1574315,37.33
5/9/2022,Oregon,7842278,10145685,3289070,69.73,185.94,2940849,77.98,240.55,13025,6872,1629,0.773,1576340,37.37
5/10/2022,Oregon,7842279,10149785,3289185,69.73,185.94,2940891,77.98,240.65,1,6603,1566,0.773,1576378,37.37
5/11/2022,Oregon,,,,,,,,,,6649,1576,,,
5/12/2022,Oregon,7858378,10180485,3290652,69.77,186.32,2942509,78.02,241.37,,6368,1510,0.772,1579591,37.45
5/13/2022,Oregon,7865531,10194085,3291215,69.78,186.49,2943095,78.03,241.7,7153,6286,1490,0.772,1580780,37.48
5/14/2022,Oregon,7872829,10219785,3291819,69.79,186.66,2943718,78.05,242.3,7298,6239,1479,0.77,1581906,37.51
5/15/2022,Oregon,7872908,10219785,3291879,69.79,186.66,2943744,78.05,242.3,79,6236,1479,0.77,1581945,37.51
5/16/2022,Oregon,7885195,10220185,3292766,69.81,186.95,2944561,78.07,242.31,12287,6131,1454,0.772,1583785,37.55
5/17/2022,Oregon,7887055,10223885,3293016,69.82,187,2944743,78.08,242.4,1860,6397,1517,0.771,1584095,37.56
5/18/2022,Oregon,7894090,10245085,3293758,69.83,187.16,2945430,78.09,242.9,7035,6252,1482,0.771,1585328,37.59
5/19/2022,Oregon,7900992,10254485,3294376,69.85,187.33,2945996,78.11,243.13,6902,6088,1443,0.77,1586521,37.62
5/20/2022,Oregon,7907650,10271185,3294906,69.86,187.49,2946526,78.12,243.52,6658,6017,1427,0.77,1587626,37.64
5/21/2022,Oregon,7915281,10284285,3295550,69.88,187.67,2947162,78.14,243.83,7631,6065,1438,0.77,1588893,37.67
5/22/2022,Oregon,7923063,10284285,3296161,69.89,187.85,2947751,78.15,243.83,7782,7165,1699,0.77,1590339,37.71
5/23/2022,Oregon,7927403,10284285,3296506,69.9,187.95,2948043,78.16,243.83,4340,6030,1430,0.771,1591137,37.72
5/24/2022,Oregon,7930204,10298385,3297008,69.9,188.02,2948261,78.17,244.17,2801,6164,1461,0.77,1591684,37.74
5/25/2022,Oregon,7936102,10306885,3297508,69.91,188.16,2948746,78.18,244.37,5898,6002,1423,0.77,1593024,37.77
5/26/2022,Oregon,7943758,10325585,3298227,69.93,188.34,2949465,78.2,244.81,7656,6109,1448,0.769,1594773,37.81
5/27/2022,Oregon,7951597,10363885,3298867,69.95,188.53,2950125,78.21,245.72,7839,6278,1488,0.767,1596532,37.85
5/28/2022,Oregon,,,,,,,,,,5453,1293,,,
5/29/2022,Oregon,,,,,,,,,,4607,1092,,,
5/30/2022,Oregon,,,,,,,,,,4252,1008,,,
5/31/2022,Oregon,7959026,10376085,3299579,69.96,188.7,2950745,78.23,246.01,,4117,976,0.767,1598290,37.89
6/1/2022,Oregon,7974748,10405685,3300941,69.99,189.08,2952010,78.26,246.71,15722,5521,1309,0.766,1601957,37.98
6/2/2022,Oregon,7979350,10414585,3301377,70,189.19,2952457,78.27,246.92,4602,5085,1206,0.766,1603197,38.01
6/3/2022,Oregon,7984764,10425385,3301929,70.01,189.31,2952981,78.29,247.18,5414,4738,1123,0.766,1604573,38.04
6/4/2022,Oregon,7991208,10444985,3302539,70.03,189.47,2953575,78.3,247.64,6444,5393,1279,0.765,1606130,38.08
6/5/2022,Oregon,7998142,10445185,3303092,70.04,189.63,2954167,78.31,247.65,6934,6119,1451,0.766,1607740,38.12
6/6/2022,Oregon,8002154,10445185,3303496,70.05,189.73,2954469,78.32,247.65,4012,6426,1524,0.766,1608793,38.14
6/7/2022,Oregon,8002159,10454185,3303581,70.05,189.73,2954499,78.33,247.86,5,6162,1461,0.765,1608818,38.14
6/8/2022,Oregon,8007209,10473685,3304118,70.06,189.85,2954988,78.34,248.32,5050,4637,1099,0.765,1610086,38.17
6/9/2022,Oregon,8012524,10491785,3304625,70.07,189.97,2955467,78.35,248.75,5315,4739,1124,0.764,1611373,38.2
6/10/2022,Oregon,8017648,10512885,3305070,70.08,190.09,2955910,78.36,249.25,5124,4698,1114,0.763,1612701,38.24
6/11/2022,Oregon,8023556,10524085,3305629,70.1,190.23,2956442,78.37,249.52,5908,4621,1096,0.762,1614183,38.27
6/12/2022,Oregon,8029353,10524085,3306216,70.11,190.37,2956956,78.39,249.52,5797,4459,1057,0.763,1615528,38.3
6/13/2022,Oregon,8029353,10524085,3306225,70.11,190.37,2956959,78.39,249.52,0,3886,921,0.763,1615532,38.3
6/14/2022,Oregon,8033780,10526185,3306721,70.12,190.48,2957344,78.4,249.57,4427,4517,1071,0.763,1616747,38.33
6/15/2022,Oregon,8038021,10533785,3307208,70.13,190.58,2957742,78.41,249.75,4241,4402,1044,0.763,1617883,38.36
6/16/2022,Oregon,8043434,10544885,3307871,70.14,190.7,2958269,78.43,250.01,5413,4416,1047,0.763,1619474,38.4
6/17/2022,Oregon,,,,,,,,,,4210,998,,,
6/18/2022,Oregon,,,,,,,,,,3892,923,,,
6/19/2022,Oregon,,,,,,,,,,3590,851,,,
6/20/2022,Oregon,,,,,,,,,,4116,976,,,
6/21/2022,Oregon,,,,,,,,,,4009,951,,,
6/22/2022,Oregon,8065526,10600785,3310069,70.19,191.23,2960319,78.48,251.34,,3929,932,0.761,1625352,38.54
6/23/2022,Oregon,,,,,,,,,,3646,864,,,
6/24/2022,Oregon,,,,,,,,,,3609,856,,,
6/25/2022,Oregon,,,,,,,,,,3573,847,,,
6/26/2022,Oregon,,,,,,,,,,3537,839,,,
6/27/2022,Oregon,,,,,,,,,,3500,830,,,
6/28/2022,Oregon,,,,,,,,,,3464,821,,,
6/29/2022,Oregon,8089520,10759285,3314369,70.25,191.8,2962863,78.58,255.1,,3428,813,0.752,1632589,38.71
6/30/2022,Oregon,,,,,,,,,,3367,798,,,
7/1/2022,Oregon,,,,,,,,,,3306,784,,,
7/2/2022,Oregon,,,,,,,,,,3246,770,,,
7/3/2022,Oregon,,,,,,,,,,3185,755,,,
7/4/2022,Oregon,,,,,,,,,,3124,741,,,
7/5/2022,Oregon,,,,,,,,,,3064,726,,,
7/6/2022,Oregon,8110542,10820985,3318807,70.29,192.3,2964813,78.69,256.56,,3003,712,0.75,1637589,38.83
7/7/2022,Oregon,,,,,,,,,,2977,706,,,
7/8/2022,Oregon,,,,,,,,,,2951,700,,,
7/9/2022,Oregon,,,,,,,,,,2925,693,,,
7/10/2022,Oregon,,,,,,,,,,2898,687,,,
7/11/2022,Oregon,,,,,,,,,,2872,681,,,
7/12/2022,Oregon,,,,,,,,,,2846,675,,,
7/13/2022,Oregon,8130282,10918685,3322268,70.34,192.76,2966806,78.77,258.88,,2820,669,0.745,1642319,38.94
7/14/2022,Oregon,,,,,,,,,,3105,736,,,
7/15/2022,Oregon,,,,,,,,,,3390,804,,,
7/16/2022,Oregon,,,,,,,,,,3675,871,,,
7/17/2022,Oregon,,,,,,,,,,3960,939,,,
7/18/2022,Oregon,,,,,,,,,,4244,1006,,,
7/19/2022,Oregon,,,,,,,,,,4529,1074,,,
7/20/2022,Oregon,8163981,10995485,3327091,70.41,193.56,2969746,78.88,260.7,,4814,1141,0.742,1649435,39.11
7/21/2022,Oregon,,,,,,,,,,4635,1099,,,
7/22/2022,Oregon,,,,,,,,,,4456,1056,,,
7/23/2022,Oregon,,,,,,,,,,4277,1014,,,
7/24/2022,Oregon,,,,,,,,,,4098,972,,,
7/25/2022,Oregon,,,,,,,,,,3919,929,,,
7/26/2022,Oregon,,,,,,,,,,3740,887,,,
7/27/2022,Oregon,8188904,11062885,3330685,70.46,194.15,2971811,78.97,262.29,,3560,844,0.74,1654410,39.23
7/28/2022,Oregon,,,,,,,,,,3512,833,,,
7/29/2022,Oregon,,,,,,,,,,3463,821,,,
7/30/2022,Oregon,,,,,,,,,,3414,809,,,
7/31/2022,Oregon,,,,,,,,,,3365,798,,,
8/1/2022,Oregon,,,,,,,,,,3316,786,,,
8/2/2022,Oregon,,,,,,,,,,3267,775,,,
8/3/2022,Oregon,8211432,11119085,3333542,70.5,194.69,2973501,79.04,263.63,,3218,763,0.738,1659372,39.34
8/4/2022,Oregon,,,,,,,,,,3104,736,,,
8/5/2022,Oregon,,,,,,,,,,2990,709,,,
8/6/2022,Oregon,,,,,,,,,,2875,682,,,
8/7/2022,Oregon,,,,,,,,,,2761,655,,,
8/8/2022,Oregon,,,,,,,,,,2647,628,,,
8/9/2022,Oregon,,,,,,,,,,2533,601,,,
8/10/2022,Oregon,8228361,11201085,3336408,70.57,195.09,2976301,79.1,265.57,,2418,573,0.735,1663496,39.44
8/11/2022,Oregon,,,,,,,,,,2440,579,,,
8/12/2022,Oregon,,,,,,,,,,2461,583,,,
8/13/2022,Oregon,,,,,,,,,,2483,589,,,
8/14/2022,Oregon,,,,,,,,,,2504,594,,,
8/15/2022,Oregon,,,,,,,,,,2526,599,,,
8/16/2022,Oregon,,,,,,,,,,2547,604,,,
8/17/2022,Oregon,8246342,11252385,3339505,70.61,195.52,2978240,79.18,266.79,,2569,609,0.733,1668083,39.55
8/18/2022,Oregon,,,,,,,,,,2528,599,,,
8/19/2022,Oregon,,,,,,,,,,2488,590,,,
8/20/2022,Oregon,,,,,,,,,,2448,580,,,
8/21/2022,Oregon,,,,,,,,,,2408,571,,,
8/22/2022,Oregon,,,,,,,,,,2367,561,,,
8/23/2022,Oregon,,,,,,,,,,2327,552,,,
8/24/2022,Oregon,8262350,11313985,3342584,70.65,195.9,2979947,79.25,268.25,,2287,542,0.73,1672442,39.65
1/12/2021,Pennsylvania,341948,974725,266288,0.08,2.67,10591,2.08,7.61,,,,0.351,,
1/13/2021,Pennsylvania,379944,1017475,285938,0.14,2.97,18051,2.23,7.95,37996,37996,2968,0.373,,
1/14/2021,Pennsylvania,410414,1065300,353821,,3.21,,2.76,8.32,30470,34233,2674,0.385,,
1/15/2021,Pennsylvania,448151,1075350,380727,0.52,3.5,66941,2.97,8.4,37737,35401,2765,0.417,,
1/16/2021,Pennsylvania,,,,,,,,,,32567,2544,,,
1/17/2021,Pennsylvania,,,,,,,,,,30867,2411,,,
1/18/2021,Pennsylvania,,,,,,,,,,29734,2323,,,
1/19/2021,Pennsylvania,544416,1075350,464339,0.62,4.25,79526,3.63,8.4,,28924,2259,0.506,,
1/20/2021,Pennsylvania,568660,1223250,482791,0.67,4.44,85290,3.77,9.56,24244,26959,2106,0.465,,
1/21/2021,Pennsylvania,605428,1344375,508391,0.75,4.73,96395,3.97,10.5,36768,27859,2176,0.45,,
1/22/2021,Pennsylvania,652886,1465850,539431,0.88,5.1,112692,4.21,11.45,47458,29248,2285,0.445,,
1/23/2021,Pennsylvania,695870,1564125,572228,0.96,5.44,122849,4.47,12.22,42984,31950,2496,0.445,,
1/24/2021,Pennsylvania,744591,1564125,611359,1.03,5.82,131908,4.78,12.22,48721,35472,2771,0.476,,
1/25/2021,Pennsylvania,776799,1564125,639526,1.06,6.07,135939,5,12.22,32208,36636,2862,0.497,,
1/26/2021,Pennsylvania,800354,1636675,657711,1.1,6.25,141304,5.14,12.78,23555,36563,2856,0.489,,
1/27/2021,Pennsylvania,851980,1817925,693731,1.22,6.66,156798,5.42,14.2,51626,40474,3162,0.469,,
1/28/2021,Pennsylvania,856371,1915350,695656,1.24,6.69,159259,5.43,14.96,4391,35849,2800,0.447,,
1/29/2021,Pennsylvania,972742,1973775,777260,1.51,7.6,193432,6.07,15.42,116371,45694,3569,0.493,,
1/30/2021,Pennsylvania,1032426,1976925,819889,1.64,8.06,209964,6.4,15.44,59684,48079,3756,0.522,,
1/31/2021,Pennsylvania,1088172,1976925,862021,1.75,8.5,223489,6.73,15.44,55746,49083,3834,0.55,,
2/1/2021,Pennsylvania,1134185,1976925,900237,1.81,8.86,231261,7.03,15.44,46013,51055,3988,0.574,,
2/2/2021,Pennsylvania,1155945,1987200,916235,1.85,9.03,236995,7.16,15.52,21760,50799,3968,0.582,,
2/3/2021,Pennsylvania,1158091,2143150,917497,1.86,9.05,237876,7.17,16.74,2146,43730,3416,0.54,,
2/4/2021,Pennsylvania,1218735,2203850,958587,2.01,9.52,257255,7.49,17.21,60644,51766,4044,0.553,,
2/5/2021,Pennsylvania,1271529,2292500,993076,2.15,9.93,275444,7.76,17.91,52794,42684,3334,0.555,,
2/6/2021,Pennsylvania,1338491,2292500,1036395,2.33,10.46,298741,8.1,17.91,66962,43724,3415,0.584,,
2/7/2021,Pennsylvania,1407839,2292500,1082700,2.51,11,321336,8.46,17.91,69348,45667,3567,0.614,,
2/8/2021,Pennsylvania,1441358,2292500,1108626,2.57,11.26,328907,8.66,17.91,33519,43882,3428,0.629,,
2/9/2021,Pennsylvania,1478180,2322875,1134099,2.66,11.55,340234,8.86,18.14,36822,46034,3596,0.636,,
2/10/2021,Pennsylvania,1538058,2437975,1176825,2.79,12.01,356869,9.19,19.04,59878,54281,4240,0.631,,
2/11/2021,Pennsylvania,1594474,2540475,1215755,2.92,12.45,373882,9.5,19.84,56416,53677,4193,0.628,,
2/12/2021,Pennsylvania,1668862,2592850,1264215,3.12,13.04,399610,9.88,20.25,74388,56762,4434,0.644,,
2/13/2021,Pennsylvania,1678229,2682600,1269266,3.15,13.11,403898,9.91,20.95,9367,48534,3791,0.626,,
2/14/2021,Pennsylvania,1822327,2689425,1363250,3.54,14.23,453485,10.65,21.01,144098,59213,4625,0.678,,
2/15/2021,Pennsylvania,,,,,,,,,,55160,4309,,,
2/16/2021,Pennsylvania,1832629,2711550,1369992,3.57,14.32,457037,10.7,21.18,,50636,3955,0.676,,
2/17/2021,Pennsylvania,1950185,2717400,1445138,3.9,15.23,498866,11.29,21.23,117556,58875,4599,0.718,,
2/18/2021,Pennsylvania,2002786,2731050,1478146,4.05,15.64,518285,11.55,21.33,52601,58330,4556,0.733,,
2/19/2021,Pennsylvania,2184973,2989725,1601176,4.51,17.07,577183,12.51,23.35,182187,73730,5759,0.731,,
2/20/2021,Pennsylvania,2231800,2989725,1628681,4.66,17.43,596337,12.72,23.35,46827,79082,6177,0.746,,
2/21/2021,Pennsylvania,2306828,2989725,1667727,4.94,18.02,631998,13.03,23.35,75028,69214,5407,0.772,,
2/22/2021,Pennsylvania,2358058,2989725,1699811,5.11,18.42,654674,13.28,23.35,51230,75797,5921,0.789,,
2/23/2021,Pennsylvania,2381079,3268605,1710379,5.21,18.6,667307,13.36,25.53,23021,78350,6120,0.728,,
2/24/2021,Pennsylvania,2425429,3493465,1731971,5.39,18.95,689403,13.53,27.29,44350,67892,5303,0.694,,
2/25/2021,Pennsylvania,2489919,3647105,1766202,5.62,19.45,718962,13.8,28.49,64490,69590,5436,0.683,,
2/26/2021,Pennsylvania,2562627,3806965,1804661,5.88,20.02,752848,14.1,29.74,72708,53951,4214,0.673,,
2/27/2021,Pennsylvania,2676006,3915545,1868724,6.25,20.9,800575,14.6,30.59,113379,63458,4957,0.683,,
2/28/2021,Pennsylvania,2751844,3915545,1911844,6.51,21.5,833444,14.93,30.59,75838,63574,4966,0.703,,
3/1/2021,Pennsylvania,2835338,3915545,1956197,6.81,22.15,871814,15.28,30.59,83494,68183,5326,0.724,,
3/2/2021,Pennsylvania,2886451,4025115,1991624,6.94,22.55,888877,15.56,31.44,51113,72196,5639,0.717,,
3/3/2021,Pennsylvania,2948581,4280055,2027725,7.15,23.03,915065,15.84,33.43,62130,74736,5838,0.689,,
3/4/2021,Pennsylvania,3036398,4332465,2080306,7.42,23.72,950079,16.25,33.84,87817,78068,6098,0.701,,
3/5/2021,Pennsylvania,3169691,4439935,2174827,7.72,24.76,988025,16.99,34.68,133293,86723,6774,0.714,,
3/6/2021,Pennsylvania,3298800,4641045,2257020,8.07,25.77,1033492,17.63,36.25,129109,88971,6950,0.711,,
3/7/2021,Pennsylvania,3319263,4641045,2274225,8.12,25.93,1038966,17.76,36.25,20463,81060,6332,0.715,,
3/8/2021,Pennsylvania,3335592,4641045,2289199,8.15,26.06,1043146,17.88,36.25,16329,71465,5582,0.719,,
3/9/2021,Pennsylvania,3524263,4808285,2401448,8.73,27.53,1117905,18.76,37.56,188671,91116,7117,0.733,,
3/10/2021,Pennsylvania,3638014,4968885,2470284,9.08,28.42,1161950,19.3,38.81,113751,98490,7693,0.732,,
3/11/2021,Pennsylvania,3737143,5157695,2530355,9.4,29.19,1203908,19.77,40.29,99129,100106,7820,0.725,,
3/12/2021,Pennsylvania,3759104,5193895,2548224,9.46,29.36,1211482,19.9,40.57,21961,84202,6577,0.724,,
3/13/2021,Pennsylvania,4093668,5446125,2751412,10.48,31.98,1341625,21.49,42.54,334564,113553,8870,0.752,,
3/14/2021,Pennsylvania,4191298,5446125,2812196,10.77,32.74,1378528,21.97,42.54,97630,124576,9731,0.77,,
3/15/2021,Pennsylvania,4283453,5446125,2862957,11.11,33.46,1422010,22.36,42.54,92155,135409,10577,0.787,,
3/16/2021,Pennsylvania,4340831,5533725,2901757,11.27,33.91,1442681,22.67,43.23,57378,116653,9112,0.784,,
3/17/2021,Pennsylvania,4491125,5860715,3012928,12.02,35.08,1538429,23.53,45.78,150294,121873,9520,0.766,,
3/18/2021,Pennsylvania,4591687,5956125,3087042,12.35,35.87,1580677,24.11,46.52,100562,122078,9536,0.771,,
3/19/2021,Pennsylvania,4612975,6017065,3104875,12.4,36.03,1587925,24.25,47,21288,121982,9528,0.767,,
3/20/2021,Pennsylvania,4637450,6257455,3124834,12.47,36.22,1596830,24.41,48.88,24475,77683,6068,0.741,,
3/21/2021,Pennsylvania,4639971,6257455,3130512,12.49,36.24,1599223,24.45,48.88,2521,64096,5007,0.742,,
3/22/2021,Pennsylvania,4748613,6257455,3209843,12.8,37.09,1639030,25.07,48.88,108642,66451,5191,0.759,,
3/23/2021,Pennsylvania,5150999,6337155,3481464,13.92,40.24,1782548,27.19,49.5,402386,115738,9041,0.813,,
3/24/2021,Pennsylvania,5290020,6713715,3578990,14.28,41.32,1828033,27.96,52.44,139021,114128,8915,0.788,,
3/25/2021,Pennsylvania,5325139,6814805,3601385,14.4,41.6,1843196,28.13,53.23,35119,104779,8185,0.781,,
3/26/2021,Pennsylvania,5516639,6947385,3739501,14.83,43.09,1899063,29.21,54.27,191500,129095,10084,0.794,,
3/27/2021,Pennsylvania,5670930,7164385,3842037,15.27,44.3,1954462,30.01,55.96,154291,147640,11533,0.792,,
3/28/2021,Pennsylvania,5795550,7164385,3917341,15.68,45.27,2007637,30.6,55.96,124620,165083,12895,0.809,,
3/29/2021,Pennsylvania,5893502,7164385,3971897,16.06,46.04,2055405,31.03,55.96,97952,163556,12776,0.823,,
3/30/2021,Pennsylvania,5947782,7404805,4003172,16.29,46.46,2084919,31.27,57.84,54280,113826,8891,0.803,,
3/31/2021,Pennsylvania,6056762,7659555,4071410,16.62,47.31,2128284,31.8,59.83,108980,109535,8556,0.791,,
4/1/2021,Pennsylvania,6201769,7766195,4153159,17.17,48.44,2197732,32.44,60.66,145007,125233,9782,0.799,,
4/2/2021,Pennsylvania,6384592,7898745,4283487,17.62,49.87,2255292,33.46,61.7,182823,123993,9685,0.808,,
4/3/2021,Pennsylvania,6551136,8174805,4383439,18.18,51.17,2327675,34.24,63.86,166544,125744,9822,0.801,,
4/4/2021,Pennsylvania,6670089,8174805,4457192,18.59,52.1,2379746,34.82,63.86,118953,124934,9759,0.816,,
4/5/2021,Pennsylvania,6756869,8174805,4505442,18.94,52.78,2424161,35.19,63.86,86780,123338,9634,0.827,,
4/6/2021,Pennsylvania,6802632,8568735,4528588,19.13,53.14,2448811,35.37,66.93,45763,122121,9539,0.794,,
4/7/2021,Pennsylvania,6819136,8911635,4537537,19.23,53.27,2461399,35.44,69.61,16504,108911,8507,0.765,,
4/8/2021,Pennsylvania,6842553,9108805,4552690,19.37,53.45,2479698,35.56,71.15,23417,91541,7151,0.751,,
4/9/2021,Pennsylvania,6920672,9242995,4607194,19.62,54.06,2512316,35.99,72.2,78119,76583,5982,0.749,,
4/10/2021,Pennsylvania,7457814,9541785,4926401,21.68,58.26,2775652,38.48,74.53,537142,129525,10118,0.782,,
4/11/2021,Pennsylvania,7559762,9542955,4986237,22.17,59.05,2837612,38.95,74.54,101948,127096,9928,0.792,,
4/12/2021,Pennsylvania,7687290,9542955,5059892,22.74,60.05,2911810,39.52,74.54,127528,132917,10383,0.806,,
4/13/2021,Pennsylvania,7811291,9681485,5129217,23.3,61.02,2982784,40.07,75.62,124001,144094,11256,0.807,,
4/14/2021,Pennsylvania,7936989,10014035,5204337,23.83,62,3050358,40.65,78.22,125698,159693,12474,0.793,,
4/15/2021,Pennsylvania,8084439,10204085,5289073,24.38,63.15,3120764,41.31,79.71,147450,177412,13858,0.792,,
4/16/2021,Pennsylvania,8249758,10333705,5385761,25.11,64.44,3214140,42.07,80.72,165319,189869,14831,0.798,,
4/17/2021,Pennsylvania,8391487,10649235,5461018,25.64,65.55,3282010,42.66,83.18,141729,133382,10419,0.788,,
4/18/2021,Pennsylvania,8517810,10649235,5525174,26.14,66.54,3346275,43.16,83.18,126323,136864,10691,0.8,,
4/19/2021,Pennsylvania,8591616,10649235,5559900,26.45,67.11,3386346,43.43,83.18,73806,129189,10091,0.807,,
4/20/2021,Pennsylvania,8690848,10783625,5618596,26.77,67.89,3427409,43.89,84.23,99232,125651,9815,0.806,,
4/21/2021,Pennsylvania,8871360,11156275,5720590,27.39,69.3,3506017,44.69,87.14,180512,133482,10427,0.795,,
4/22/2021,Pennsylvania,9007319,11398645,5796239,27.86,70.36,3566747,45.28,89.04,135959,131840,10298,0.79,,
4/23/2021,Pennsylvania,9239553,11575915,5912750,28.78,72.17,3684394,46.19,90.42,232234,141399,11045,0.798,,
4/24/2021,Pennsylvania,9430907,11822805,6011913,29.5,73.67,3776497,46.96,92.35,191354,148489,11599,0.798,,
4/25/2021,Pennsylvania,9527786,11822805,6058101,29.91,74.42,3828493,47.32,92.35,96879,144282,11270,0.806,,
4/26/2021,Pennsylvania,9613437,11822805,6103395,30.22,75.09,3868459,47.68,92.35,85651,145974,11402,0.813,,
4/27/2021,Pennsylvania,9696649,11928615,6151465,30.49,75.74,3903690,48.05,93.18,83212,143686,11224,0.813,,
4/28/2021,Pennsylvania,9800202,12260615,6204777,30.91,76.55,3956547,48.47,95.77,103553,132692,10365,0.799,,
4/29/2021,Pennsylvania,9931324,12499395,6267560,31.46,77.58,4027307,48.96,97.64,131122,132001,10311,0.795,,
4/30/2021,Pennsylvania,10051650,12618775,6326613,31.96,78.52,4092041,49.42,98.57,120326,116014,9062,0.797,,
5/1/2021,Pennsylvania,10238628,12877055,6417965,32.74,79.98,4191552,50.13,100.59,186978,115389,9013,0.795,,
5/2/2021,Pennsylvania,10297139,12877055,6444967,33.01,80.43,4226547,50.34,100.59,58511,109908,8585,0.8,,
5/3/2021,Pennsylvania,10367062,12877055,6479070,33.31,80.98,4264320,50.61,100.59,69923,107661,8410,0.805,,
5/4/2021,Pennsylvania,10438087,12985685,6509831,33.65,81.53,4308237,50.85,101.43,71025,105920,8274,0.804,,
